ID,Site,Year,Day,Hour,Dive Count
MO10,Moraine,2020,1,11,18
MO10,Moraine,2020,1,12,21
MO10,Moraine,2020,1,13,19
MO10,Moraine,2020,1,14,19
MO10,Moraine,2020,1,15,19
MO10,Moraine,2020,1,16,20
MO10,Moraine,2020,1,17,23
MO10,Moraine,2020,1,18,48
MO10,Moraine,2020,1,19,44
MO10,Moraine,2020,1,20,45
MO10,Moraine,2020,2,2,14
MO10,Moraine,2020,2,3,8
MO10,Moraine,2020,2,4,6
MO10,Moraine,2020,2,5,21
MO10,Moraine,2020,2,6,28
MO10,Moraine,2020,2,7,19
MO10,Moraine,2020,2,8,17
MO10,Moraine,2020,2,9,18
MO10,Moraine,2020,2,10,19
MO10,Moraine,2020,2,11,19
MO10,Moraine,2020,2,12,18
MO10,Moraine,2020,2,13,17
MO10,Moraine,2020,2,14,17
MO10,Moraine,2020,2,15,17
MO10,Moraine,2020,2,16,18
MO10,Moraine,2020,2,17,25
MO10,Moraine,2020,2,18,63
MO10,Moraine,2020,2,19,34
MO10,Moraine,2020,3,1,16
MO10,Moraine,2020,3,2,14
MO10,Moraine,2020,3,5,7
MO10,Moraine,2020,3,6,31
MO10,Moraine,2020,3,7,20
MO10,Moraine,2020,3,8,18
MO10,Moraine,2020,3,9,18
MO10,Moraine,2020,3,10,18
MO10,Moraine,2020,3,11,19
MO10,Moraine,2020,3,12,20
MO10,Moraine,2020,3,13,19
MO10,Moraine,2020,3,14,21
MO10,Moraine,2020,3,15,21
MO10,Moraine,2020,3,16,21
MO10,Moraine,2020,3,17,25
MO10,Moraine,2020,3,18,49
MO10,Moraine,2020,3,19,35
MO10,Moraine,2020,4,2,22
MO10,Moraine,2020,4,4,1
MO10,Moraine,2020,4,6,26
MO10,Moraine,2020,4,7,34
MO10,Moraine,2020,4,8,50
MO10,Moraine,2020,4,9,30
MO10,Moraine,2020,4,10,36
MO10,Moraine,2020,4,11,19
MO10,Moraine,2020,4,12,22
MO10,Moraine,2020,4,13,17
MO10,Moraine,2020,4,14,18
MO10,Moraine,2020,4,15,18
MO10,Moraine,2020,4,16,20
MO10,Moraine,2020,4,17,33
MO10,Moraine,2020,4,18,39
MO10,Moraine,2020,4,19,45
MO10,Moraine,2020,4,20,23
MO10,Moraine,2020,5,2,24
MO10,Moraine,2020,5,3,1
MO10,Moraine,2020,5,4,2
MO10,Moraine,2020,5,5,13
MO10,Moraine,2020,5,6,25
MO10,Moraine,2020,5,7,18
MO10,Moraine,2020,5,8,17
MO10,Moraine,2020,5,9,21
MO10,Moraine,2020,5,10,36
MO10,Moraine,2020,5,11,41
MO10,Moraine,2020,5,12,20
MO10,Moraine,2020,5,13,18
MO10,Moraine,2020,5,14,19
MO10,Moraine,2020,5,15,23
MO10,Moraine,2020,5,16,25
MO10,Moraine,2020,5,17,65
MO10,Moraine,2020,5,18,41
MO10,Moraine,2020,5,19,55
MO10,Moraine,2020,6,2,15
MO10,Moraine,2020,6,3,1
MO10,Moraine,2020,6,5,5
MO10,Moraine,2020,6,6,31
MO10,Moraine,2020,6,7,18
MO10,Moraine,2020,6,8,19
MO10,Moraine,2020,6,9,25
MO10,Moraine,2020,6,10,19
MO10,Moraine,2020,6,11,17
MO10,Moraine,2020,6,12,23
MO10,Moraine,2020,6,13,18
MO10,Moraine,2020,6,14,19
MO10,Moraine,2020,6,15,19
MO10,Moraine,2020,6,16,19
MO10,Moraine,2020,6,17,26
MO10,Moraine,2020,6,18,36
MO10,Moraine,2020,6,19,85
MO10,Moraine,2020,6,20,10
MO10,Moraine,2020,7,1,27
MO10,Moraine,2020,7,2,20
MO10,Moraine,2020,7,4,5
MO10,Moraine,2020,7,5,5
MO10,Moraine,2020,7,6,29
MO10,Moraine,2020,7,7,21
MO10,Moraine,2020,7,8,40
MO10,Moraine,2020,7,9,40
MO10,Moraine,2020,7,10,31
MO10,Moraine,2020,7,11,19
MO10,Moraine,2020,7,12,18
MO10,Moraine,2020,7,13,21
MO10,Moraine,2020,7,14,19
MO10,Moraine,2020,7,15,24
MO10,Moraine,2020,7,16,21
MO10,Moraine,2020,7,17,23
MO10,Moraine,2020,7,18,51
MO10,Moraine,2020,7,19,34
MO10,Moraine,2020,7,21,3
MO10,Moraine,2020,7,22,2
MO10,Moraine,2020,7,23,3
MO10,Moraine,2020,8,1,6
MO10,Moraine,2020,8,2,3
MO10,Moraine,2020,8,3,2
MO10,Moraine,2020,8,4,1
MO10,Moraine,2020,8,5,8
MO10,Moraine,2020,8,6,39
MO10,Moraine,2020,8,7,29
MO10,Moraine,2020,8,8,51
MO10,Moraine,2020,8,9,45
MO10,Moraine,2020,8,10,44
MO10,Moraine,2020,8,11,48
MO10,Moraine,2020,8,12,70
MO10,Moraine,2020,8,13,118
MO10,Moraine,2020,8,14,2
MO10,Moraine,2020,8,24,4
MO13,Moraine,2020,1,4,36
MO13,Moraine,2020,1,5,3
MO13,Moraine,2020,1,6,44
MO13,Moraine,2020,1,7,38
MO13,Moraine,2020,1,8,27
MO13,Moraine,2020,1,9,23
MO13,Moraine,2020,1,10,21
MO13,Moraine,2020,1,11,25
MO13,Moraine,2020,1,12,31
MO13,Moraine,2020,1,13,37
MO13,Moraine,2020,1,14,152
MO13,Moraine,2020,1,15,46
MO13,Moraine,2020,1,16,31
MO13,Moraine,2020,1,17,37
MO13,Moraine,2020,1,18,50
MO13,Moraine,2020,2,5,20
MO13,Moraine,2020,2,6,74
MO13,Moraine,2020,2,7,45
MO13,Moraine,2020,2,8,70
MO13,Moraine,2020,2,9,56
MO13,Moraine,2020,2,10,51
MO13,Moraine,2020,2,11,24
MO13,Moraine,2020,2,12,45
MO13,Moraine,2020,2,13,33
MO14,Moraine,2020,1,6,27
MO14,Moraine,2020,1,7,31
MO14,Moraine,2020,1,8,51
MO14,Moraine,2020,1,9,27
MO14,Moraine,2020,1,10,20
MO14,Moraine,2020,1,11,18
MO14,Moraine,2020,1,12,17
MO14,Moraine,2020,1,13,16
MO14,Moraine,2020,1,14,18
MO14,Moraine,2020,1,15,17
MO14,Moraine,2020,1,16,22
MO14,Moraine,2020,1,17,29
MO14,Moraine,2020,1,18,35
MO14,Moraine,2020,1,19,30
MO14,Moraine,2020,1,23,3
MO14,Moraine,2020,1,24,1
MO14,Moraine,2020,2,5,8
MO14,Moraine,2020,2,6,51
MO14,Moraine,2020,2,7,46
MO14,Moraine,2020,2,8,43
MO14,Moraine,2020,2,9,36
MO14,Moraine,2020,2,10,16
MO14,Moraine,2020,2,11,20
MO14,Moraine,2020,2,12,15
MO14,Moraine,2020,2,13,16
MO14,Moraine,2020,2,14,17
MO14,Moraine,2020,2,15,18
MO14,Moraine,2020,2,16,18
MO14,Moraine,2020,2,17,20
MO14,Moraine,2020,2,18,32
MO14,Moraine,2020,2,19,41
MO20,Moraine,2020,1,6,24
MO20,Moraine,2020,1,7,45
MO20,Moraine,2020,1,8,38
MO20,Moraine,2020,1,9,27
MO20,Moraine,2020,1,10,21
MO20,Moraine,2020,1,11,26
MO20,Moraine,2020,1,12,18
MO20,Moraine,2020,1,13,15
MO20,Moraine,2020,1,14,25
MO20,Moraine,2020,1,15,49
MO20,Moraine,2020,1,16,46
MO20,Moraine,2020,1,17,49
MO20,Moraine,2020,1,18,72
MO20,Moraine,2020,1,19,34
MO20,Moraine,2020,1,20,1
MO20,Moraine,2020,2,2,1
MO20,Moraine,2020,2,3,1
MO20,Moraine,2020,2,4,1
MO20,Moraine,2020,2,5,9
MO20,Moraine,2020,2,6,48
MO20,Moraine,2020,2,7,41
MO20,Moraine,2020,2,8,33
MO20,Moraine,2020,2,9,29
MO20,Moraine,2020,2,10,19
MO20,Moraine,2020,2,11,18
MO20,Moraine,2020,2,12,19
MO20,Moraine,2020,2,13,19
MO20,Moraine,2020,2,14,18
MO20,Moraine,2020,2,15,19
MO20,Moraine,2020,2,16,53
MO20,Moraine,2020,2,17,41
MO20,Moraine,2020,2,18,33
MO20,Moraine,2020,2,19,5
MO20,Moraine,2020,2,24,2
MO20,Moraine,2020,3,5,12
MO20,Moraine,2020,3,6,36
MO20,Moraine,2020,3,7,42
MO20,Moraine,2020,3,8,35
MO20,Moraine,2020,3,9,23
MO20,Moraine,2020,3,10,19
MO20,Moraine,2020,3,11,19
MO20,Moraine,2020,3,12,18
MO20,Moraine,2020,3,13,18
MO20,Moraine,2020,3,14,18
MO20,Moraine,2020,3,15,20
MO20,Moraine,2020,3,16,27
MO20,Moraine,2020,3,17,44
MO20,Moraine,2020,3,18,57
MO20,Moraine,2020,3,19,33
MO20,Moraine,2020,3,21,1
MO20,Moraine,2020,4,5,5
MO20,Moraine,2020,4,6,63
MO20,Moraine,2020,4,7,48
MO20,Moraine,2020,4,8,23
MO20,Moraine,2020,4,9,23
MO20,Moraine,2020,4,10,21
MO20,Moraine,2020,4,11,24
MO20,Moraine,2020,4,12,19
MO20,Moraine,2020,4,13,23
MO20,Moraine,2020,4,14,2
MO20,Moraine,2020,4,15,32
MO20,Moraine,2020,4,16,30
MO20,Moraine,2020,4,17,57
MO20,Moraine,2020,4,18,42
MO20,Moraine,2020,4,19,44
MO20,Moraine,2020,4,20,7
MO20,Moraine,2020,4,21,5
MO20,Moraine,2020,5,5,9
MO20,Moraine,2020,5,6,48
MO20,Moraine,2020,5,7,39
MO20,Moraine,2020,5,8,29
MO20,Moraine,2020,5,9,21
MO20,Moraine,2020,5,10,29
MO20,Moraine,2020,5,11,20
MO20,Moraine,2020,5,12,16
MO20,Moraine,2020,5,13,18
MO20,Moraine,2020,5,14,28
MO20,Moraine,2020,5,15,44
MO20,Moraine,2020,5,16,25
MO20,Moraine,2020,5,17,34
MO20,Moraine,2020,5,18,39
MO20,Moraine,2020,5,19,23
MO20,Moraine,2020,5,21,2
MO20,Moraine,2020,5,22,2
MO20,Moraine,2020,5,23,2
MO20,Moraine,2020,6,2,1
MO20,Moraine,2020,6,4,1
MO20,Moraine,2020,6,5,10
MO20,Moraine,2020,6,6,69
MO20,Moraine,2020,6,7,53
MO20,Moraine,2020,6,8,63
MO20,Moraine,2020,6,9,57
MO20,Moraine,2020,6,10,49
MO20,Moraine,2020,6,11,48
MO20,Moraine,2020,6,12,24
MO20,Moraine,2020,6,13,15
MO20,Moraine,2020,6,14,24
MO20,Moraine,2020,6,15,19
MO20,Moraine,2020,6,16,59
MO20,Moraine,2020,6,17,52
